,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO TO,BL,PTS,POSS,PACE,OEFF,DEFF,REST DAYS,win_or_loss,points_per_poss,true_shooting_%,Off_reb_minus_TO,3-pointer,close,long-range,mid-range
314,39,98,8,32,14,18,15,32,47,25,25,9,15,2,100,99.3,99.3,100.7,107.7,3+,0,1.0070493454179255,0.47205438066465255,0,34,31,0,22
315,35,72,10,32,27,31,3,36,39,29,17,6,16,8,107,99.3,99.3,107.7,100.7,B2B,1,1.0775427995971802,0.6247080803362914,-13,32,15,0,20
316,40,92,14,40,9,14,12,35,47,25,10,10,16,4,103,100.1,100.1,102.9,104.9,1,0,1.028971028971029,0.5246536267318663,-4,41,32,1,10
317,40,84,12,25,13,14,5,39,44,25,15,7,16,7,105,100.1,100.1,104.9,102.9,3IN4,1,1.048951048951049,0.5822981366459627,-11,26,32,0,23
318,44,87,13,36,26,28,7,28,35,33,25,9,12,7,127,100.1,100.1,126.8,120.8,2,1,1.2687312687312688,0.6393475634313331,-5,35,18,0,16
319,37,82,10,25,37,41,13,33,46,16,22,8,15,1,121,100.1,100.1,120.8,126.8,B2B,0,1.208791208791209,0.6047580967612955,-2,25,17,1,26
320,39,79,8,20,18,29,7,28,35,14,29,8,16,4,104,99.5,99.5,104.6,120.6,2,0,1.0452261306532662,0.5666957279860505,-9,21,25,0,32
321,45,93,8,17,22,24,14,35,49,23,24,8,14,4,120,99.5,99.5,120.6,104.6,2,1,1.2060301507537687,0.5793742757821553,0,19,33,0,35
322,40,82,15,26,16,19,9,34,43,24,22,6,17,2,111,94.5,94.5,117.5,113.2,1,1,1.1746031746031746,0.6142098273572377,-8,26,16,0,26
323,37,81,9,25,24,34,8,27,35,15,19,13,8,7,107,94.5,94.5,113.2,117.5,1,0,1.1322751322751323,0.5575239683201333,0,22,26,1,23
324,43,88,11,30,13,17,9,28,37,29,21,11,11,7,110,95.2,95.2,115.6,110.3,1,1,1.1554621848739495,0.576036866359447,-2,31,16,0,38
325,36,76,9,20,24,31,10,36,46,21,17,5,17,3,105,95.2,95.2,110.3,115.6,3+,0,1.102941176470588,0.5856760374832664,-7,20,24,0,30
326,41,86,12,29,18,20,10,26,36,23,20,9,16,1,112,96.9,96.9,115.6,122.8,3IN4-B2B,0,1.1558307533539731,0.5907172995780591,-6,30,21,0,34
327,44,81,15,25,16,18,7,30,37,26,21,7,16,2,119,96.9,96.9,122.8,115.6,B2B,1,1.2280701754385965,0.6691408007197481,-9,26,26,0,27
328,28,85,7,23,10,13,12,36,48,20,20,4,15,8,73,92.6,92.6,78.9,103.7,B2B,0,0.7883369330453565,0.40233686067019403,-3,24,29,0,29
329,39,97,7,30,11,21,17,42,59,19,18,5,8,8,96,92.6,92.6,103.7,78.9,3IN4,1,1.0367170626349893,0.45180722891566266,9,31,35,0,27
330,41,90,10,28,17,21,10,31,41,24,19,6,13,4,109,99.8,99.8,109.2,126.2,1,0,1.092184368737475,0.5491737202740831,-3,30,19,0,32
331,46,95,14,32,20,25,17,37,54,26,17,6,13,6,126,99.8,99.8,126.2,109.2,3IN4-B2B,1,1.2625250501002003,0.5943396226415094,4,33,29,0,21
332,31,83,9,32,15,19,13,27,40,15,17,9,17,2,86,91.1,91.1,94.4,120.7,3IN4-B2B,0,0.9440175631174533,0.47066549912434325,-4,36,30,0,15
333,43,84,6,25,18,20,14,34,48,18,19,7,13,8,110,91.1,91.1,120.7,94.4,1,1,1.2074643249176729,0.5926724137931034,1,26,22,0,28
334,33,90,5,17,14,16,14,32,46,8,16,7,8,6,85,86.2,86.2,98.6,89.4,1,1,0.9860788863109048,0.4379637262984336,6,17,22,0,41
335,30,78,5,25,12,14,10,38,48,11,14,4,13,3,77,86.2,86.2,89.4,98.6,2,0,0.8932714617169374,0.4574619771863118,-3,28,21,0,19
336,39,84,7,28,11,17,8,41,49,25,18,9,17,6,96,100.2,100.2,95.8,99.8,3IN4,0,0.9580838323353293,0.524704853519895,-9,29,26,0,27
337,37,90,10,29,16,24,8,36,44,25,16,11,11,4,100,100.2,100.2,99.8,95.8,2,1,0.9980039920159681,0.4972155926809865,-3,31,17,0,37
338,46,97,9,26,15,18,18,28,46,21,28,14,12,7,116,93.8,93.8,123.6,102.3,1,1,1.236673773987207,0.5528021349599694,6,26,24,0,40
339,36,76,1,7,23,29,10,25,35,18,19,5,18,8,96,93.8,93.8,102.3,123.6,1,0,1.023454157782516,0.540784136998648,-8,8,21,0,40
340,29,93,6,19,17,20,11,33,44,23,15,5,7,4,81,95.3,95.3,85.0,109.2,1,0,0.8499475341028332,0.39783889980353637,4,21,22,0,44
341,40,83,11,25,13,14,5,47,52,26,14,4,13,8,104,95.3,95.3,109.2,85.0,3IN4,1,1.0912906610703044,0.5832211754149843,-8,26,19,1,30
342,33,88,12,34,23,26,13,35,48,19,21,2,14,1,101,97.3,97.3,103.8,116.1,3IN4-B2B,0,1.0380267214799588,0.5078439259855189,-1,34,22,0,30
343,45,82,9,24,14,20,1,36,37,31,21,9,9,12,113,97.3,97.3,116.1,103.8,1,1,1.1613566289825281,0.6222466960352423,-8,25,23,1,32
344,35,83,11,29,24,30,7,23,30,19,19,6,16,2,105,102.1,102.1,102.8,121.4,2,0,1.0284035259549462,0.5457380457380457,-9,29,31,0,19
345,49,89,7,26,19,24,10,36,46,23,24,9,16,5,124,102.1,102.1,121.4,102.8,1,1,1.2144955925563174,0.622740056247489,-6,26,30,0,28
346,44,90,9,28,7,12,9,41,50,33,20,10,11,7,104,95.7,95.7,108.6,91.9,1,1,1.0867293625914314,0.5457598656591099,-2,28,21,1,32
347,31,83,11,32,15,19,7,36,43,19,12,6,13,3,88,95.7,95.7,91.9,108.6,1,0,0.9195402298850573,0.4816112084063047,-6,34,21,0,20
348,31,77,9,25,9,12,7,41,48,16,25,7,13,3,80,87.2,87.2,91.7,73.4,1,1,0.9174311926605504,0.48614487117160915,-6,27,20,0,24
349,43,94,8,23,19,31,6,38,44,23,25,8,11,2,113,110.1,99.7,102.7,100.8,3IN4,1,1.0263396911898275,0.5248978075065032,-5,24,26,0,41
350,39,83,4,25,29,39,9,50,59,29,26,7,19,4,111,110.1,99.7,100.8,102.7,1,0,1.008174386920981,0.5541134185303515,-10,28,33,1,16
351,44,78,10,24,18,19,3,31,34,30,18,8,12,6,116,93.5,93.5,124.1,114.5,1,1,1.2406417112299464,0.6716072255673923,-9,26,10,0,39
352,39,87,12,25,17,21,15,30,45,24,21,6,14,1,107,93.5,93.5,114.5,124.1,2,0,1.144385026737968,0.5559019118869494,1,25,23,0,33
353,40,76,13,29,28,34,5,32,37,27,24,7,14,6,121,100.7,100.7,120.1,114.1,1,1,1.2015888778550148,0.6651275285839929,-9,27,21,2,22
354,38,86,10,26,29,35,9,28,37,21,24,7,15,4,115,100.7,100.7,114.1,120.1,1,0,1.1420059582919564,0.5670611439842209,-6,26,26,1,31
355,39,76,12,27,12,17,5,38,43,22,17,3,14,5,102,93.2,93.2,109.5,119.1,1,0,1.094420600858369,0.610924772400575,-9,29,26,0,15
356,42,94,12,32,15,20,10,29,39,28,16,8,5,3,111,93.2,93.2,119.1,109.5,3IN4,1,1.190987124463519,0.5398832684824902,5,32,26,0,24
357,40,97,15,43,21,28,8,44,52,29,21,7,15,5,116,111.4,100.9,104.2,108.6,B2B,0,1.0412926391382404,0.5305525064032199,-7,44,23,0,25
