,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO TO,BL,PTS,POSS,PACE,OEFF,DEFF,REST DAYS,win_or_loss,points_per_poss,true_shooting_%,Off_reb_minus_TO,3-pointer,close,long-range,mid-range
1822,30,84,10,33,13,18,13,34,47,16,15,11,20,3,83,93.9,93.9,88.4,93.7,3IN4-B2B,0,0.8839190628328008,0.45147954743255003,-7,38,21,0,18
1823,33,81,10,27,12,15,12,34,46,16,17,10,19,2,88,93.9,93.9,93.7,88.4,3IN4-B2B,1,0.9371671991480299,0.5022831050228311,-7,27,20,1,25
1824,34,83,10,35,24,29,7,30,37,22,31,9,11,2,102,97.4,97.4,104.7,119.1,3IN4-B2B,0,1.0472279260780286,0.5325814536340852,-4,32,25,1,15
1825,39,73,9,20,29,47,8,39,47,23,24,7,13,5,116,97.4,97.4,119.1,104.7,3IN4,1,1.190965092402464,0.6191289496157131,-5,18,21,0,26
1826,47,85,11,23,21,27,12,24,36,24,23,7,12,5,126,97.3,97.3,129.5,124.3,3IN4-B2B,1,1.2949640287769784,0.6502890173410405,0,22,23,1,27
1827,44,85,10,25,23,30,12,27,39,16,25,4,17,1,121,97.3,97.3,124.3,129.5,1,0,1.2435765673175745,0.6160896130346232,-5,24,22,0,31
1828,42,90,11,30,16,22,11,33,44,25,20,9,11,3,111,97.9,97.9,113.3,124.6,1,0,1.1338100102145048,0.5567817014446228,0,31,24,0,23
1829,41,90,7,18,42,53,9,35,44,19,21,15,11,4,131,111.6,111.6,117.4,113.8,1,1,1.1738351254480288,0.5780091775503001,-2,19,31,0,31
1830,44,88,13,27,26,33,9,40,49,23,32,5,19,8,127,111.6,111.6,113.8,117.4,1,0,1.1379928315412187,0.6193913382754584,-10,26,17,1,32
1831,36,81,12,28,7,11,9,35,44,24,16,3,18,4,91,91.9,91.9,99.0,106.6,1,0,0.9902067464635471,0.5300559179869524,-9,28,19,0,27
1832,37,89,7,25,17,21,15,33,48,21,17,10,10,4,98,91.9,91.9,106.6,99.0,3IN4,1,1.0663764961915125,0.4987785016286645,5,26,27,0,31
1833,37,80,11,34,20,25,5,35,40,28,25,7,23,11,105,108.7,108.7,96.6,101.2,1,0,0.965961361545538,0.5769230769230769,-18,30,24,0,18
1834,41,95,4,20,24,32,11,36,47,19,22,12,16,7,110,108.7,108.7,101.2,96.6,3IN4,1,1.0119595216191355,0.5042170883755043,-5,20,40,0,25
1835,37,80,7,21,20,21,6,33,39,14,17,7,12,8,101,93.2,93.2,108.4,115.9,1,0,1.0836909871244635,0.5658897355445989,-6,21,14,0,34
1836,37,85,17,41,17,24,13,33,46,22,18,8,13,7,108,93.2,93.2,115.9,108.4,1,1,1.1587982832618027,0.5650899958141482,0,41,24,1,13
1837,39,84,7,20,8,12,10,33,43,22,20,4,16,6,93,92.5,92.5,100.5,112.4,3IN4,0,1.0054054054054054,0.5208333333333334,-6,21,21,0,35
1838,37,86,8,26,22,28,12,34,46,26,13,9,8,4,104,92.5,92.5,112.4,100.5,1,1,1.1243243243243242,0.5288852725793328,4,26,38,0,17
1839,36,76,8,21,14,23,8,34,42,21,18,6,12,6,94,89.2,89.2,105.3,97.5,3+,1,1.053811659192825,0.5457501161170459,-4,22,18,0,33
1840,34,80,9,29,10,13,8,32,40,22,20,6,14,4,87,89.2,89.2,97.5,105.3,3IN4,0,0.9753363228699551,0.5074661689220719,-6,30,31,0,16
1841,41,76,12,31,21,24,10,35,45,21,23,2,19,4,115,92.5,92.5,124.3,116.7,3IN4,1,1.2432432432432432,0.664279112754159,-9,32,18,0,19
1842,35,79,8,32,30,40,10,21,31,22,20,9,8,4,108,92.5,92.5,116.7,124.3,1,0,1.1675675675675676,0.5590062111801243,2,32,33,0,7
1843,35,83,9,24,12,18,10,26,36,18,18,9,17,3,91,93.8,93.8,97.0,114.1,1,0,0.9701492537313433,0.5004399472063352,-7,24,21,1,30
1844,42,86,5,20,18,20,14,36,50,26,23,10,14,4,107,93.8,93.8,114.1,97.0,1,1,1.140724946695096,0.5643459915611815,0,21,32,0,31
1845,39,89,7,26,13,22,11,34,45,20,18,4,10,4,98,93.1,93.1,105.2,123.5,1,0,1.0526315789473686,0.4965545196595054,1,26,19,0,39
1846,44,88,11,23,16,19,9,37,46,27,18,3,5,2,115,93.1,93.1,123.5,105.2,3IN4,1,1.2352309344790549,0.5967206309672063,4,25,21,0,37
1847,42,86,7,19,13,16,5,37,42,20,22,7,14,4,104,99.5,99.5,104.6,114.6,3IN4,0,1.0452261306532664,0.5588993981083404,-9,21,21,0,39
1848,42,84,14,29,16,21,6,37,43,33,15,9,12,5,114,99.5,99.5,114.6,104.6,1,1,1.1457286432160805,0.6113256113256114,-6,30,29,0,21
1849,50,88,11,26,12,19,8,35,43,31,16,10,12,0,123,99.4,99.4,123.7,113.6,3IN4-B2B,1,1.2374245472837022,0.6382316313823163,-4,29,29,0,30
1850,46,87,13,28,8,17,10,29,39,31,16,6,16,2,113,99.4,99.4,113.6,123.7,1,0,1.13682092555332,0.5980101608806097,-6,28,35,0,23
1851,37,84,10,29,15,19,9,36,45,28,10,12,14,1,99,94.1,94.1,105.3,91.4,3IN4,1,1.0520722635494155,0.535946297098311,-5,30,27,0,21
1852,37,84,6,30,6,9,12,34,46,23,20,8,18,13,86,94.1,94.1,91.4,105.3,3IN4,0,0.9139213602550479,0.4888585720782174,-6,31,20,0,30
1853,39,84,11,39,12,19,8,33,41,24,17,5,10,0,101,91.9,91.9,109.9,115.4,2,0,1.0990206746463547,0.5467734950194889,-2,40,27,0,15
1854,41,87,9,26,15,19,11,34,45,22,15,6,9,2,106,91.9,91.9,115.4,109.9,3IN4-B2B,1,1.1534276387377582,0.5557885906040269,2,26,20,0,36
1855,40,78,11,30,23,28,7,40,47,24,18,2,14,4,114,94.7,94.7,120.3,103.5,3IN4-B2B,1,1.2038014783526927,0.6310894596988486,-7,33,8,1,25
1856,37,83,7,20,17,22,6,28,34,26,22,6,9,2,98,94.7,94.7,103.5,120.3,2,0,1.0348468848996832,0.5287009063444108,-3,20,21,0,30
1857,35,84,6,19,16,20,13,27,40,15,16,8,14,8,92,90.3,90.3,101.9,112.9,3IN4-B2B,0,1.0188261351052048,0.4956896551724138,-1,19,24,0,38
1858,41,88,6,20,14,21,15,33,48,23,22,9,11,3,102,90.3,90.3,112.9,101.9,1,1,1.1295681063122922,0.5244755244755245,4,19,25,1,35
1859,41,94,11,29,15,20,12,32,44,18,29,10,17,3,108,104.4,94.5,103.5,109.2,2,0,1.0344827586206895,0.5252918287937743,-5,29,26,0,31
1860,40,88,6,21,28,33,16,39,55,25,22,8,19,12,114,104.4,94.5,109.2,103.5,3IN4,1,1.0919540229885056,0.5559890753023801,-3,19,22,0,30
1861,47,98,12,27,16,24,14,28,42,21,20,11,9,7,122,100.9,100.9,120.9,109.0,1,1,1.2091179385530229,0.5619012527634488,5,26,23,1,36
1862,42,91,6,19,20,25,18,36,54,20,24,7,20,10,110,100.9,100.9,109.0,120.9,1,0,1.0901883052527253,0.5392156862745098,-2,23,23,0,28
1863,31,76,5,27,14,22,8,23,31,19,24,4,11,2,81,87.1,87.1,93.0,139.0,1,0,0.9299655568312286,0.4726890756302521,-3,29,19,0,25
1864,47,79,10,21,17,20,6,37,43,34,17,6,7,6,121,87.1,87.1,139.0,93.0,1,1,1.389207807118255,0.6890660592255126,-1,21,14,0,38
1865,37,89,15,47,26,32,11,43,54,26,15,11,17,4,115,107.0,107.0,107.5,87.8,1,1,1.074766355140187,0.5578191695770276,-6,46,26,1,10
1866,38,98,9,39,9,12,11,38,49,24,21,9,18,6,94,107.0,107.0,87.8,107.5,1,0,0.8785046728971962,0.4550735863671572,-7,40,22,0,25
1867,33,74,2,18,17,22,8,28,36,15,24,14,20,3,85,93.1,93.1,91.3,106.3,1,0,0.9129967776584318,0.507887189292543,-12,19,26,1,25
1868,33,64,7,17,26,30,5,29,34,17,21,13,22,6,99,93.1,93.1,106.3,91.3,1,1,1.0633727175080558,0.6411917098445595,-17,17,19,0,20
1869,41,88,7,24,13,17,12,31,43,25,21,9,12,5,102,93.3,93.3,109.3,110.4,1,0,1.0932475884244373,0.5341432760787599,0,26,30,0,26
1870,39,88,4,14,21,27,14,32,46,21,18,6,11,3,103,93.3,93.3,110.4,109.3,1,1,1.1039657020364415,0.5156187424909892,3,14,26,1,36
1871,37,92,4,25,21,27,16,30,46,19,28,17,12,5,99,98.3,98.3,100.8,106.9,1,0,1.007121057985758,0.47651135926068544,4,26,23,0,33
1872,39,75,8,22,19,29,8,37,45,24,20,8,21,7,105,98.3,98.3,106.9,100.8,1,1,1.0681586978636828,0.5982224247948952,-13,21,27,0,18
1873,34,80,12,33,19,23,8,25,33,19,23,11,18,2,99,99.2,99.2,99.8,120.0,1,0,0.9979838709677419,0.5492676431424767,-10,34,25,0,21
1874,45,85,12,31,17,22,11,38,49,24,18,11,19,4,119,99.2,99.2,120.0,99.8,1,1,1.1995967741935485,0.6284326151246303,-8,33,31,0,17
1875,34,78,9,31,19,23,4,31,35,23,28,9,12,2,96,95.6,95.6,100.4,109.8,1,0,1.00418410041841,0.5447117566954153,-8,31,18,0,20
1876,52,104,9,26,17,19,12,40,52,29,22,7,11,5,130,106.5,96.5,122.0,114.5,3IN4,1,1.2206572769953052,0.578497686009256,1,24,30,2,44
1877,44,92,12,22,22,28,8,32,40,27,21,5,11,1,122,106.5,96.5,114.5,122.0,1,0,1.1455399061032863,0.584739263803681,-3,24,23,0,39
1878,36,75,9,20,23,28,7,29,36,15,17,9,13,2,104,92.8,92.8,112.0,120.7,2,0,1.120689655172414,0.5955107650022905,-6,21,31,0,13
1879,43,86,8,23,18,24,12,31,43,23,20,7,12,7,112,92.8,92.8,120.7,112.0,1,1,1.2068965517241381,0.579950289975145,0,23,32,0,25
1880,40,84,10,30,10,14,7,34,41,28,23,11,13,1,100,95.8,95.8,104.4,116.9,1,0,1.0438413361169103,0.554569653948536,-6,30,20,0,26
1881,40,81,8,25,24,29,8,33,41,25,13,13,13,3,112,95.8,95.8,116.9,104.4,3IN4,1,1.1691022964509394,0.5972696245733788,-5,25,24,0,29
1882,36,82,13,30,7,11,8,36,44,26,18,4,18,7,92,95.6,95.6,96.2,117.1,2,0,0.9623430962343096,0.5297098111469368,-10,29,14,1,37
1883,46,96,9,27,11,19,14,37,51,27,15,14,7,6,112,95.6,95.6,117.1,96.2,3IN4,1,1.1715481171548117,0.536604062859333,7,27,25,0,39
1884,50,99,14,34,11,16,9,38,47,33,16,4,10,4,125,106.1,96.1,117.9,115.0,2,1,1.1781338360037703,0.5894002263296869,-1,35,30,0,31
1885,46,102,13,46,17,20,11,39,50,32,14,5,10,3,122,106.1,96.1,115.0,117.9,3IN4-B2B,0,1.1498586239396795,0.5505415162454874,1,48,22,0,21
1886,43,86,15,39,15,25,9,42,51,30,18,2,9,5,116,96.5,96.5,120.2,107.7,1,1,1.2020725388601037,0.5979381443298969,0,39,19,0,16
1887,38,96,4,21,24,28,15,38,53,17,21,6,6,1,104,96.5,96.5,107.7,120.2,3IN4-B2B,0,1.0777202072538858,0.4800590841949779,9,23,24,1,40
1888,37,81,5,13,16,21,11,27,38,21,22,4,13,4,95,89.2,89.2,106.5,114.4,3IN4-B2B,0,1.0650224215246638,0.5263741134751774,-2,12,31,1,31
1889,37,80,8,20,20,23,11,29,40,19,23,5,13,6,102,89.2,89.2,114.4,106.5,3IN4-B2B,1,1.1434977578475338,0.5659121171770972,-2,20,27,0,25
1890,33,88,2,15,21,25,16,32,48,7,20,6,13,5,89,92.6,92.6,96.1,112.3,3IN4-B2B,0,0.9611231101511879,0.4494949494949495,3,16,27,0,37
1891,35,72,11,28,23,33,3,32,35,21,19,8,12,10,104,92.6,92.6,112.3,96.1,2,1,1.1231101511879051,0.6010171058714748,-9,28,19,0,21
1892,33,92,5,17,14,23,20,29,49,19,16,10,15,4,85,95.7,95.7,88.9,111.9,3IN4-B2B,0,0.8881922675026123,0.4161770466118292,5,18,16,0,45
1893,40,77,12,27,15,18,7,39,46,27,18,6,20,7,107,95.7,95.7,111.9,88.9,3IN4,1,1.1180773249738767,0.6300047103155911,-13,28,19,0,25
1894,36,72,15,30,20,26,6,40,46,22,23,9,18,6,107,95.6,95.6,112.0,94.2,3IN4-B2B,1,1.1192468619246863,0.6411792905081496,-12,30,17,0,18
1895,34,90,5,29,17,23,13,28,41,22,21,11,13,3,90,95.6,95.6,94.2,112.0,1,0,0.9414225941422594,0.44946064722333195,0,27,36,2,15
1896,38,81,6,20,18,20,4,35,39,18,24,5,12,8,100,93.5,93.5,106.9,104.8,1,1,1.0695187165775402,0.5567928730512249,-8,23,14,0,38
1897,47,90,12,25,19,28,9,37,46,27,20,5,13,4,125,106.3,96.3,117.6,116.7,4IN5-B2B,1,1.1759172154280337,0.6108287724784989,-4,26,23,1,30
1898,48,94,16,32,12,16,7,36,43,26,19,4,15,5,124,106.3,96.3,116.7,117.6,1,0,1.1665098777046097,0.613618368962787,-8,34,23,0,16
1899,40,85,9,34,16,18,9,35,44,21,16,8,9,8,105,91.2,91.2,115.1,100.9,3IN4-B2B,1,1.1513157894736843,0.565002152389152,0,37,18,0,26
1900,36,82,8,23,12,20,10,31,41,24,15,4,13,2,92,91.2,91.2,100.9,115.1,3IN4-B2B,0,1.0087719298245614,0.5066079295154186,-3,24,17,0,37
1901,33,87,7,25,7,9,12,28,40,18,10,13,19,3,80,94.9,94.9,84.3,105.4,1,0,0.8429926238145415,0.43975373790677225,-7,27,29,0,29
1902,40,86,16,37,4,4,12,39,51,22,14,14,21,5,100,94.9,94.9,105.4,84.3,1,1,1.053740779768177,0.5697356426618049,-9,38,24,0,16
1903,39,94,8,23,26,32,11,32,43,22,20,5,9,8,112,101.8,101.8,110.0,117.8,B2B,0,1.1001964636542239,0.5181347150259067,2,28,21,0,40
1904,40,87,19,38,21,29,13,42,55,23,23,7,16,3,120,101.8,101.8,117.8,110.0,1,1,1.1787819253438114,0.6014434643143545,-3,37,25,1,19
1905,39,94,9,32,11,16,19,35,54,18,22,4,12,4,98,91.7,91.7,106.8,111.2,B2B,0,1.0687022900763359,0.48495645288994454,7,32,29,1,25
1906,35,82,5,15,27,32,11,35,46,12,15,2,9,4,102,91.7,91.7,111.2,106.8,1,1,1.1123227917121048,0.5308076602830974,2,15,26,0,30
1907,43,86,7,22,17,25,9,40,49,14,24,7,14,6,110,102.1,102.1,107.8,99.0,3IN4-B2B,1,1.0773751224289911,0.5670103092783505,-5,23,27,0,19
1908,41,94,5,14,14,20,7,35,42,20,21,5,10,3,101,102.1,102.1,99.0,107.8,3IN4-B2B,0,0.9892262487757102,0.49124513618677046,-3,15,21,1,38
1909,42,80,17,43,11,13,4,34,38,24,23,3,15,6,112,93.5,93.5,119.7,125.1,3IN4-B2B,0,1.197860962566845,0.653289780681288,-11,45,15,0,16
1910,41,96,16,45,19,28,20,32,52,25,17,10,6,4,117,93.5,93.5,125.1,119.7,1,1,1.251336898395722,0.5400664697193501,14,44,36,1,9
1911,41,79,10,24,26,32,4,30,34,28,24,8,16,4,118,104.3,104.3,113.1,111.2,3IN4-B2B,1,1.1313518696069031,0.6338633433605501,-12,23,29,0,19
1912,44,88,4,20,24,28,7,33,40,24,21,10,15,10,116,104.3,104.3,111.2,113.1,2,0,1.112176414189837,0.5781499202551834,-8,19,32,1,28
1913,41,91,14,40,19,22,11,38,49,29,20,6,10,5,115,95.5,95.5,120.4,114.1,3IN4-B2B,1,1.2041884816753927,0.5711164084227254,1,41,26,0,23
1914,43,93,7,29,16,19,11,33,44,25,18,4,6,4,109,95.5,95.5,114.1,120.4,3IN4,0,1.1413612565445026,0.5376874506708761,5,29,33,0,26
1915,37,78,9,25,17,18,9,46,55,19,16,7,14,6,100,88.9,88.9,112.5,87.7,3IN4,1,1.124859392575928,0.5819366852886406,-5,26,19,0,23
1916,31,67,14,26,17,20,8,24,32,21,21,6,17,5,93,85.2,85.2,109.2,132.7,3IN4,0,1.091549295774648,0.6134564643799473,-9,31,11,0,18
1917,41,79,14,27,17,23,11,26,37,30,20,11,12,0,113,85.2,85.2,132.7,109.2,1,1,1.3262910798122065,0.6339766606822261,-1,31,15,0,22
1918,37,81,6,22,19,30,6,30,36,27,20,13,16,3,99,102.4,102.4,96.7,104.5,3IN4,0,0.966796875,0.5254777070063694,-10,22,23,0,32
1919,39,81,16,34,13,17,7,37,44,31,22,6,23,9,107,102.4,102.4,104.5,96.7,1,1,1.0449218749999998,0.6046564195298372,-16,34,12,0,31
1920,36,84,7,26,25,31,8,31,39,15,25,10,15,2,104,101.6,101.6,102.3,117.1,3IN4,0,1.0236220472440944,0.5325686194182712,-7,27,25,1,30
1921,45,86,10,21,19,22,8,38,46,27,24,8,15,7,119,101.6,101.6,117.1,102.3,3IN4,1,1.171259842519685,0.6218645484949832,-7,20,17,1,44
1922,39,78,12,30,18,23,3,25,28,16,22,4,6,2,108,88.0,88.0,122.7,129.5,1,0,1.2272727272727275,0.6128007262823423,-3,31,13,0,30
1923,41,78,14,21,18,22,8,34,42,22,22,1,9,3,114,88.0,88.0,129.5,122.7,1,1,1.2954545454545456,0.6500912408759124,-1,22,20,0,30
1924,45,97,13,34,12,12,9,35,44,32,18,10,13,4,115,103.7,103.7,110.9,115.7,3IN4,0,1.1089681774349083,0.5621822448181463,-4,34,25,0,32
1925,44,82,16,30,16,21,2,38,40,24,14,9,15,5,120,103.7,103.7,115.7,110.9,3IN4,1,1.1571841851494695,0.657606313020605,-13,32,13,0,32
1926,42,97,6,20,11,19,16,30,46,17,21,10,16,3,101,102.8,102.8,98.3,125.5,B2B,0,0.982490272373541,0.4793090356871678,0,23,30,1,36
1927,45,84,17,38,22,25,6,36,42,36,18,9,16,7,129,102.8,102.8,125.5,98.3,3IN4,1,1.254863813229572,0.6789473684210526,-10,38,19,0,20
1928,37,99,4,19,18,19,16,29,45,20,19,6,8,1,96,93.5,93.5,102.7,136.9,2,0,1.0267379679144386,0.44709388971684055,8,17,18,2,48
1929,46,77,19,30,17,23,3,38,41,29,18,4,9,3,128,93.5,93.5,136.9,102.7,3IN4,1,1.3689839572192513,0.7346189164370982,-6,32,15,0,24
1930,44,87,10,22,24,34,13,31,44,30,27,13,15,6,122,99.3,99.3,122.8,104.7,2,1,1.2286002014098694,0.5982738328756375,-2,23,22,0,42
1931,33,71,12,24,26,30,4,26,30,20,23,8,20,4,104,99.3,99.3,104.7,122.8,1,0,1.0473313192346425,0.6175771971496437,-16,24,18,0,25
1932,32,87,8,29,9,15,14,39,53,16,14,6,16,3,81,93.0,93.0,87.1,93.6,1,0,0.8709677419354839,0.4326923076923077,-2,30,22,0,32
1933,35,83,9,28,8,13,11,41,52,21,15,8,15,4,87,93.0,93.0,93.6,87.1,3IN4,1,0.9354838709677419,0.49030658250676284,-4,28,22,0,31
1934,23,76,11,32,20,26,8,40,48,13,20,3,16,1,77,93.4,93.4,82.5,107.1,3IN4,0,0.8244111349036403,0.44030192131747486,-8,35,22,0,18
1935,38,80,6,21,18,30,4,45,49,19,18,10,5,8,100,93.4,93.4,107.1,82.5,2,1,1.070663811563169,0.5364806866952789,-1,24,18,0,36
1936,39,88,8,27,18,27,12,38,50,28,26,11,23,9,104,105.2,105.2,98.8,100.7,3IN4,0,0.988593155893536,0.5206247496996396,-11,28,28,0,27
1937,32,87,14,32,28,35,13,29,42,24,24,12,18,10,106,105.2,105.2,100.7,98.8,2,1,1.0076045627376427,0.517578125,-5,33,25,0,27
1938,40,82,12,30,15,21,5,37,42,30,23,4,12,1,107,95.4,95.4,112.2,117.4,1,0,1.121593291404612,0.5863656291100395,-7,30,22,1,28
1939,32,80,3,23,10,13,3,27,30,15,13,9,10,4,77,89.7,89.7,85.8,109.2,1,0,0.8584169453734671,0.44913672421838546,-7,23,21,0,29
1940,39,73,12,28,8,9,3,39,42,26,15,8,15,6,98,89.7,89.7,109.2,85.8,3IN4-B2B,1,1.092530657748049,0.6366943866943867,-12,27,10,2,30
1941,40,91,8,27,16,20,15,27,42,26,21,4,8,1,104,90.5,90.5,114.9,129.3,1,0,1.149171270718232,0.5210420841683366,7,28,25,0,28
1942,43,79,13,33,18,21,5,32,37,34,16,2,10,6,117,90.5,90.5,129.3,114.9,2,1,1.2928176795580109,0.6629646418857661,-5,34,13,1,20
1943,42,88,9,22,19,28,8,30,38,21,13,9,15,5,112,101.0,101.0,110.9,118.8,B2B,0,1.1089108910891088,0.5582137161084529,-7,19,30,3,28
1944,44,87,16,35,16,19,12,33,45,23,22,9,16,3,120,101.0,101.0,118.8,110.9,2,1,1.188118811881188,0.6291946308724832,-4,36,29,0,13
1945,36,77,13,28,12,16,6,37,43,28,15,6,17,5,97,91.8,91.8,105.7,90.4,1,1,1.0566448801742918,0.577106139933365,-11,28,21,0,27
1946,36,86,3,13,8,12,8,31,39,14,18,6,9,4,83,91.8,91.8,90.4,105.7,B2B,0,0.9041394335511983,0.4546450482033304,-1,13,18,0,49
1947,36,85,11,31,15,18,14,38,52,26,19,2,11,3,98,86.7,86.7,113.0,104.9,1,1,1.1303344867358707,0.5273353422298751,3,31,28,1,23
1948,34,91,11,28,12,15,14,31,45,22,19,6,6,6,91,86.7,86.7,104.9,113.0,3IN4,0,1.04959630911188,0.46618852459016397,8,29,19,0,39
1949,42,91,3,25,13,18,9,29,38,16,25,10,23,0,100,111.1,111.1,90.0,125.1,3IN4,0,0.9000900090009002,0.5054589567327133,-14,27,40,0,19
1950,50,91,18,43,21,32,13,37,50,37,21,13,21,4,139,111.1,111.1,125.1,90.0,2,1,1.2511251125112512,0.6614008374571755,-8,43,27,0,9
1951,38,80,9,22,25,28,8,31,39,21,16,10,11,1,110,94.5,94.5,116.4,112.2,4IN5-B2B,1,1.1640211640211642,0.5957538994800694,-3,23,21,1,27
1952,42,88,11,26,11,15,10,31,41,28,20,7,14,5,106,94.5,94.5,112.2,116.4,1,0,1.1216931216931216,0.5602536997885835,-4,27,24,1,34
1953,38,79,6,14,25,34,8,40,48,22,18,8,18,11,107,103.8,103.8,103.1,97.3,1,1,1.0308285163776494,0.5693912303107705,-10,15,25,0,31
1954,43,107,6,25,9,14,16,31,47,24,25,9,13,11,101,103.8,103.8,97.3,103.1,2,0,0.9730250481695569,0.4462707670554967,3,27,24,1,40
1955,34,76,10,29,19,25,4,32,36,22,25,8,11,2,97,94.2,94.2,103.0,101.9,1,1,1.029723991507431,0.5574712643678161,-7,31,16,0,22
1956,35,75,5,24,21,29,6,36,42,23,20,3,16,4,96,94.2,94.2,101.9,103.0,1,0,1.019108280254777,0.5469462169553327,-10,23,24,0,20
1957,34,82,5,21,10,14,11,37,48,18,16,6,17,3,83,93.5,93.5,88.7,97.3,3IN4-B2B,0,0.8877005347593583,0.4707350272232305,-6,22,18,0,34
1958,36,86,9,33,10,19,11,41,52,14,12,6,12,2,91,93.5,93.5,97.3,88.7,1,1,0.9732620320855616,0.4821958456973294,-1,33,18,0,27
1959,47,88,14,25,15,19,10,37,47,33,22,10,18,1,123,100.9,100.9,121.9,101.1,1,1,1.2190287413280474,0.6382316313823163,-8,24,25,0,26
1960,37,81,5,20,23,30,6,26,32,15,20,10,14,10,102,100.9,100.9,101.1,121.9,2,0,1.0109018830525272,0.5414012738853503,-8,21,24,0,24
1961,41,85,10,31,29,35,12,38,50,19,23,5,15,2,121,99.9,99.9,121.1,110.1,1,1,1.2112112112112112,0.602589641434263,-3,32,36,1,15
1962,41,88,3,16,25,26,5,29,34,20,26,6,7,4,110,99.9,99.9,110.1,121.1,1,0,1.101101101101101,0.5530973451327433,-2,18,27,0,41
1963,39,92,10,28,15,18,16,32,48,29,25,7,12,5,103,92.5,92.5,111.3,98.3,3IN4-B2B,1,1.1135135135135135,0.5154123298638911,4,28,29,0,29
1964,29,71,8,27,25,34,8,30,38,19,17,6,18,9,91,92.5,92.5,98.3,111.3,2,0,0.9837837837837837,0.529315960912052,-10,25,20,1,20
1965,44,84,16,32,10,15,4,30,34,26,19,5,9,4,114,95.4,95.4,119.5,135.3,3IN4-B2B,0,1.1949685534591195,0.6291390728476821,-5,32,25,0,27
1966,46,86,15,28,22,26,11,37,48,31,14,7,11,3,129,95.4,95.4,135.3,119.5,2,1,1.3522012578616351,0.6619458128078818,0,28,35,0,22
1967,35,94,7,27,15,21,16,33,49,15,21,7,21,4,92,103.8,103.8,88.6,117.5,2,0,0.8863198458574181,0.44556373498643936,-5,29,24,1,33
1968,50,87,10,26,12,23,7,40,47,36,18,14,13,9,122,103.8,103.8,117.5,88.6,1,1,1.1753371868978806,0.6280889621087314,-6,26,25,1,23
1969,42,80,12,29,20,23,9,46,55,32,21,8,16,6,116,98.2,98.2,118.1,75.4,2,1,1.1812627291242364,0.6435863293386596,-7,27,25,1,21
1970,44,88,7,27,12,18,15,37,52,28,19,5,19,6,107,98.5,98.5,108.6,113.7,1,0,1.086294416243655,0.5577564637197665,-4,27,33,0,25
1971,46,101,10,26,10,12,14,27,41,34,17,5,10,6,112,98.5,98.5,113.7,108.6,1,1,1.1370558375634519,0.5269100489273617,4,27,35,0,36
1972,34,85,7,29,23,29,8,43,51,20,23,7,13,6,98,98.8,98.8,99.2,96.2,1,1,0.9919028340080971,0.5012274959083469,-5,30,16,0,35
1973,30,83,11,35,24,30,6,35,41,23,25,7,10,7,95,98.8,98.8,96.2,99.2,3IN4-B2B,0,0.9615384615384616,0.49376299376299376,-4,36,22,0,22
1974,30,78,9,27,18,20,8,45,53,19,21,5,12,2,87,90.6,90.6,96.1,82.8,B2B,1,0.9602649006622516,0.5011520737327189,-4,27,14,0,36
1975,29,83,3,20,14,21,12,37,49,14,17,5,13,5,75,90.6,90.6,82.8,96.1,3IN4,0,0.8278145695364238,0.40654813529921946,-1,20,18,0,42
1976,37,89,13,40,25,32,10,36,46,18,19,6,14,3,112,105.4,105.4,106.2,121.4,1,0,1.0626185958254268,0.543267365153279,-4,40,38,0,13
1977,49,92,12,34,18,24,9,44,53,29,20,9,13,5,128,105.4,105.4,121.4,106.2,3IN4,1,1.2144212523719164,0.62402496099844,-4,35,28,0,29
1978,41,82,2,12,21,22,9,19,28,14,21,6,11,6,105,93.2,93.2,112.7,132.0,1,0,1.1266094420600858,0.5726439790575916,-2,12,22,1,40
1979,50,85,8,26,15,19,10,30,40,29,16,6,15,9,123,93.2,93.2,132.0,112.7,1,1,1.3197424892703862,0.6587403598971723,-5,27,27,1,23
1980,42,96,7,23,18,21,8,35,43,21,27,10,13,4,109,104.4,104.4,104.4,98.7,B2B,1,1.0440613026819925,0.5178639300646143,-5,24,26,0,38
1981,38,87,2,14,25,30,12,37,49,18,22,9,16,8,103,104.4,104.4,98.7,104.4,1,0,0.9865900383141764,0.5139720558882236,-4,15,21,0,36
1982,40,82,4,24,23,30,10,33,43,22,25,7,15,9,107,97.3,97.3,110.0,105.9,1,1,1.0996916752312436,0.5619747899159664,-5,23,24,1,28
1983,38,84,11,29,16,26,11,29,40,24,20,7,15,4,103,97.3,97.3,105.9,110.0,1,0,1.0585817060637206,0.5396060352053647,-4,28,33,0,15
1984,35,85,5,21,19,23,9,26,35,16,22,9,14,2,94,95.4,95.4,98.5,115.3,2,0,0.9853249475890985,0.4941126997476871,-5,21,27,0,31
1985,41,82,10,26,18,25,13,36,49,23,21,7,16,4,110,95.4,95.4,115.3,98.5,1,1,1.1530398322851152,0.5913978494623656,-3,27,20,0,27
1986,44,87,8,18,17,19,13,41,54,23,22,9,22,9,113,100.1,100.1,112.9,96.9,2,1,1.128871128871129,0.5924916107382551,-9,19,19,0,32
1987,32,88,7,26,26,32,12,23,35,22,12,13,13,7,97,100.1,100.1,96.9,112.9,1,0,0.9690309690309692,0.4751175548589342,-1,28,35,0,21
